name,latitude,longitude
Oloh Mangtangai,-0.8333333333,113
Olutec,17.95,-95
Omagua,-4,-73.5
Omaha,42,-97.25
Ömie,-9.05,148.0833333
One,-3.25,141.9166667
Oneida,43,-75.66666667
Onge,10.75,92.41666667
Ono,-6.166666667,147.5833333
Onondaga,42.75,-76.16666667
Ordos,39,109
Orejón,-2.833333333,-72.5
Orig,12.16666667,30.83333333
Oriya,21,85
Kotia Oriya,18.33333333,83
Ormuri,32.5,69.75
Oroch,50.33333333,137.5
Orok,49.5,143.5
Orokaiva,-8.833333333,148.25
Orokolo,-7.833333333,145.3333333
Boraana Oromo,4.5,38.5
Harar Oromo,9,42
Waata Oromo,-3.333333333,39.83333333
West-Central Oromo,9,37
Orya,-2.75,139.8333333
Osage,37,-94
Ossetic,43,44
Oto,40.5,-96
Ixtenco Otomí,19.08333333,-97.91666667
Mezquital Otomí,20.16666667,-99.16666667
Santiago Mexquititlan Otomí,20.08333333,-100.0833333
Sierra Otomí,20.66666667,-98.83333333
Otoro,11.16666667,30.5
Owininga,-4.5,141.75
Pa'a,11,9.25
Paakantyi,-32.5,142.5
Paamese,-16.5,168.25
Pacoh,16.41666667,107.0833333
Padoe,-2.333333333,121.3333333
Páez,2.666666667,-76
Pagu,1.25,127.75
Paita,-22.08333333,166.5
Paite,24,93.16666667
Northern Paiute,42,-118
Southern Paiute,37.83333333,-113.3333333
Paiwan,22.5,120.8333333
Pakanha,-14.5,142.4166667
Palauan,7.5,134.5833333
Palaung,22.66666667,96.66666667
Palikur,3,-51
Palor,14.83333333,-16.75
Palyku,-22,120
Pame,22,-99.5
Pamona,-1.75,120.8333333
Panará,-10,-55
Panare,6.5,-66
Pangasinan,15.91666667,120.3333333
Pangwa,-10,34.75
Panjabi,31,74
Panyjima,-22.83333333,118.4166667
Papiamentu,12.25,-69
Parauk,23.25,99.5
Pare,-4,36.5
Paresi,-14,-57.5
Päri,5,32.5
Dravidian Parji,19.5,82.5
Pashto,33,67
Passamaquoddy-Maliseet,45,-67
Patep,-6.916666667,146.5833333
Patpatar,-3.766666667,152.5
Pattani,32.75,76.75
Patwin,39,-122.3333333
Paulohi,-3.25,128.75
Paumarí,-6,-64
Pawaian,-7,145.0833333
Pawnee,41,-98.66666667
Pech,15,-85.5
Pemon,5.333333333,-62
Pengo,19.83333333,83.83333333
Pero,9.583333333,11
Persian,32,54
Phlong,15,99
Piapoco,4,-69.5
Piaroa,5,-67
Pilagá,-25,-60
Pileni,-10.21666667,166.2166667
Pima Bajo,29,-111
Pingilapese,6.216666667,160.7
Pintupi,-23,129
Pipil,13.83333333,-89.58333333
Pirahã,-7,-62
Piratapuyo,0.3333333333,-69.5
Piro,-11,-73.5
Pisa,-5.166666667,139.1666667
Pitjantjatjara,-26,130
Pitta Pitta,-22.83333333,140
Plains-Indians Sign Language,40,-100
Playero,7,-71
Po-Ai,-20.66666667,164.8333333
Podoko,11,14.08333333
Pogoro,-8.75,36.5
Pohnpeian,6.883333333,158.25
Poko-Rawo,-2.833333333,141.5833333
Pokomchí,15.41666667,-90.5
Pokot,1.5,35.5
Polabian,51,12.83333333
Polish,52,20
Central Pomo,39,-123.3333333
Eastern Pomo,39,-122.6666667
Northern Pomo,39.33333333,-123.5
Southeastern Pomo,39,-122.5
Metzontla Popoloca,18.16666667,-97.5
San Juan Atzingo Popoloca,18.16666667,-96.41666667
San Vicente Coyotepec Popoloca,18.25,-97.83333333
Sierra Popoluca,18.33333333,-95.16666667
Poqomam,14.66666667,-90.5
Port Sandwich,-16.5,167.75
Portuguese,39,-8
Potawatomi,44.5,-85
Powhatan,37.33333333,-76.5
Prasuni,35.5,71
Príncipense,1.616666667,7.366666667
Provençal,44,6
Puinave,4,-68
Pulaar,16.5,-13.75
Pulopetak,1.416666667,109.8333333
Puluwat,7.333333333,149.3333333
Pumi,28,101
Pungupungu,-13.5,130.4166667
Puquina,-16.5,-68.5
Purépecha,19.5,-101.6666667
Purki,34.66666667,76
Qafar,12,42
Qaqet,-4.583333333,152
Qawasqar,-49,-75
Qiang,32,102.6666667
Quechan,32.83333333,-114.3333333
Ancash Quechua,-8.5,-77.5
Ayacucho Quechua,-14,-74
Bolivian Quechua,-20,-66
Cajamarca Quechua,-7,-78.5
Cochabamba Quechua,-17.5,-66
Cuzco Quechua,-14.5,-71
Ecuadorean Quechua,-1,-79
Huallaga Quechua,-9.5,-75.5
Imbabura Quechua,0.3333333333,-78
Tarma Quechua,-11.41666667,-75.75
Quiché,15,-91.41666667
Quileute,47.91666667,-124.25
Rade,13,108.5
Raga,-15.5,168.1666667
Raji,28,82.75
Ralte,23.75,92.75
Rama,11.75,-83.75
Rang Pas,30.33333333,79.33333333
Rao,-4.75,144.5
Rapanui,-27.11666667,-109.3666667
Rashad,11.83333333,31.05
Rawa,-5.833333333,146
Rawang,27.5,97.5
Rejang,-3.416666667,102.5
Rembarnga,-12.83333333,134.5833333
Remo,18,82
Rendille,2,37.5
Rengao,14.58333333,107.8333333
Rennellese,-11.61666667,160.25
Resígaro,-2.416666667,-71.5
Retuarã,-0.5,-70.66666667
Caodeng rGyalrong,31.66666667,101.75
Riantana,-7.5,138.5
Rikbaktsa,-11.83333333,-57.5
Rimi,-5,34.66666667
Ritharngu,-12.83333333,135.5
Northern Roglai,12.16666667,108.8333333
Ajia Varvara Romani,38,23.58333333
Bugurdzi Romani,42.66666667,21.16666667
Burgenland Romani,47.5,16.5
Kalderash Romani,45,21
Lovari Romani,47,21.5
North Russian Romani,60,38
Sepecides Romani,38.25,27
Welsh Romani,52,-4
Romanian,46,25
Romansch,46.66666667,9.166666667
Scharans Romansch,46.75,9.5
Surmeiran Romansch,46.58333333,9.75
Sursilvan Romansch,46.66666667,8.833333333
Ron,9,8.75
Ronga,-26,32.5
Roro,-8.75,146.5833333
Roti,-10.66666667,123.25
Rotokas,-6,155.1666667
Rotuman,-12.5,177.0666667
Roviana,-8.25,157.3333333
Tanan Rukai,22.83333333,120.8333333
Rumsien,36.83333333,-121.75
Rumu,-7.166666667,144.25
Rundi,-3.5,30
Runga,10.33333333,21
Runyankore,-0.5,30.5
Runyoro-Rutooro,1.5,31.33333333
Russian,56,38
Russian Sign Language,56,44
Birobidjan Russian-Chinese Pidgin,48.8,132.95
Rutul,41.5,47.41666667
Sa'a,-9.616666667,161.45
Sa'ban,3.666666667,115.6666667
Central-South Saami,64.66666667,16.75
Kildin Saami,67,37
Northern Saami,69,24
Saanich,48.58333333,-123.4166667
Saek,17.41666667,104.75
Umatilla Sahaptin,45.66666667,-118.5
Saho,14.75,39.75
Sahu,1.166666667,127.5
Sakao,-15.16666667,167.0833333
Salar,35,103
Sáliba (Colombia),6,-70
Saliba (Papua New Guinea),-10.58333333,150.7166667
Salinan,36,-121
Samish Straits Salish,48.58333333,-122.5833333
Southern Puget Sound Salish,47.25,-122.5
Straits Salish,48.75,-123.25
Salt-Yui,-6.283333333,145.0333333
Balangingi Sama,6.166666667,121.8333333
Southern Sama,4.5,118.5
Samba Leko,8.5,12.5
Samo,-6.166666667,142.25
Samoan,-13.91666667,-171.8333333
Sandawe,-5,35
Sangir,3.5,125.5
Sango,5,18
Sangu,-1.5,11.83333333
Santa,31.5,107.5
Santali,24.5,87
Sanuma,4.5,-64.66666667
Sapuan,15.16666667,106.8333333
Saramaccan,4.5,-55.5
Sarcee,52.5,-116
Sardinian,40,9
Sare,-4.5,143.1666667
Saryg Yughur,38.75,99.75
Savi,35,71.5
Savosavo,-9.133333333,159.8
Sawai,0.5,128
Sawu,-11.5,121.9166667
Sayula Popoluca,17.83333333,-95
Sebei,1.333333333,34.58333333
Secoya,-0.3333333333,-76
Sedang,14.83333333,108
Seediq,24.16666667,121.4166667
Selaru,-8.2,131
Selayar,-6,120.5
Selepet,-6.166666667,147.1666667
Selknam,-53,-70
Selkup,65,82
Sema,26,94.5
Semai,4.333333333,101.6666667
Semandang,-0.75,110.5
Seme,11,-4.916666667
Semelai,3,103
Seminole,33,-84
Sena,-18,35.25
Senadi,9.5,-6.25
Seneca,42.5,-77.5
Sengele,-1.833333333,17.33333333
Sentani,-2.583333333,140.5833333
Serbian-Croatian,44,19
Seri,29,-112
Serrano,34.5,-117
Sesotho,-28,27
Seychelles Creole,-4.75,55.5
Shabo,7.583333333,35.41666667
Shambala,-4.25,38.25
Shan,22,98
Sharanahua,-11,-70
Shasta,41.83333333,-122.6666667
Shatt,10.83333333,30
Shawnee,40,-83
Shekhawati,28,75.5
Sherdukpen,27,92.5
Sherpa,27.75,86.83333333
Shilluk,9.666666667,31.75
Shina,36,74
Shinassha,10.41666667,36.16666667
Shipibo-Konibo,-7.5,-75
Shira Yughur,38,99
Shiriana,3.5,-62.83333333
Shompen,7,93.75
Shona,-18,31
Shor,53,88
Shoshone,41,-114
Wind River Shoshone,43.41666667,-108.8333333
Shughni,38.16666667,71.5
Shuri,26.5,127.5
Shuswap,52,-120
Siane,-6.083333333,145.2
Siar,-4.666666667,152.9166667
Sidaama,6.666666667,38.5
Sika,-8.7,122.25
Sikaritai,-2.916666667,138.25
Sikkimese,27.83333333,88.5
Sikule,2.666666667,96
Sila,12.33333333,21.75
Simeulue,2.5,96.25
Sinaugoro,-9.833333333,147.8333333
Sindhi,26,69
Sinhala,7,80.5
Sio,-5.95,147.3333333
Siona,0.3333333333,-76.25
Sipakapense,15.25,-91.75
Siraya,23,120.25
Siriano,0.75,-70.16666667
Sirionó,-15.58333333,-64
Siroi,-5.5,146
Sisaala,10.83333333,-2.666666667
Sisiqa,-7,156.8333333
Siuslaw,44,-124
Skou,-2.666666667,140.9166667
Slave,67,-125
Slavey,60,-120
Slovak,49,20
Slovene,46,15
Slovincian,54,16
So,2.583333333,34.75
Sobei,-1.916666667,138.75
Soddo,8.5,38.5
Solon,48,120
Somali,3,45
Songe,-6.833333333,22
Songish,48.45,-123.3333333
Soninke,15,-10.5
Sonsorol-Tobi,5.333333333,132.25
Sooke,48.33333333,-123.75
Soqotri,12.5,54
Sora,20,84.33333333
Sorbian,51.5,14
Lower Sorbian,51.75,14.33333333
Upper Sorbian,51.83333333,14.5
Northern Sotho,-24,29
Sougb,-1.5,134
South Korean Sign Language,37,128
Southeast Ambrym,-16.3,168.2166667
Southern Toussian,11,-4.666666667
Spanish,40,-4
Canary Islands Spanish,28,-15.58333333
Spitian,32.25,78
Spokane,47.66666667,-117.75
Squamish,49.66666667,-123.1666667
Sranan,5.833333333,-55.33333333
Sre,11.5,108
Stieng,11.83333333,106.75
Stoney,53.75,-116.5
Subiya,-17.75,24.91666667
Sudest,-11.5,153.45
Suena,-7.75,147.55
Sui,26,107.5
Suki,-8,141.75
Suku,-6,17.66666667
Sukuma,-2.833333333,32
Sulka,-5.083333333,151.9166667
Sulung,28.33333333,93.25
Sundanese,-7,107
Sungor,13.75,21.5
Supyire,11.5,-5.583333333
Sursurunga,-4,152.7666667
Susu,10,-13
Svan,43,42.5
Svenska Teckenspråket,59,15
Swahili,-6.5,39
Swati,-26.5,31
Swedish,60,15
Västerbotten Swedish,64.25,19.75
Taba,0,127.5
Tabare,-6.083333333,145
Tabaru,1.5,127.25
Tabassaran,41.83333333,47.91666667
Tabla,-2.45,140.4166667
Tabwa,-8,29.5
Tacana,-13.5,-68
Tagalog,15,121
Aborlan Tagbanwa,9.5,118.5
Tahitian,-17.66666667,-149.5833333
Taiap,-4.083333333,144.5
Taiof,-5.533333333,154.6333333
Tairora,-6.5,146
Ziran Shouyu Taiwanese Sign Language,24,121
Tajik,38.66666667,70
Takelma,42.5,-123
Takia,-4.666666667,146
Talaud,4.25,126.75
Talinga,0.4166666667,29.66666667
Azerbaijan Talysh,38.75,48.66666667
Southern Talysh,37.5,49
Tama,14.5,22
Tamabo,-15.66666667,167.1666667
Tamagario,-6.416666667,139.25
Eastern Tamang,27.5,85.66666667
Tamashek,20,-2
Tamil,11,78.5
Spoken Tamil,11,78
Tampulma,10.41666667,-0.5833333333
Tanacross,63.5,-143.5
Tanaina,62,-150
Lower Tanana,65,-150
Tangale,9.75,11.33333333
Tangbe,28.91666667,83.75
Tangga,-3.466666667,153.2
Tanglapui,-8.283333333,125.0833333
Southwest Tanna,-19.56666667,169.3333333
Tanzania Sign Language,-6,35
Tapieté,-19.75,-61.66666667
Central Tarahumara,27.5,-107.5
Western Tarahumara,27.5,-108
West Tarangan,-6.5,134.1666667
Tarao,24.25,94.16666667
Tariana,1,-69.16666667
Tarok,9,10.08333333
Tashlhiyt,31,-5
Tasmanian,-42.16666667,146.5
Oyster Bay to Pitwater Tasmanian,-42.5,147.75
Muslim Tat,41.25,48.75
Tatana',5.5,115.5
Tatar,56,49.5
Baraba Tatar,55.33333333,78.33333333
Mishar Tatar,55.5,49
Alabugat Tatar-Noghay,47.41666667,45.66666667
Southern Tati,36,49.66666667
Tatuyo,0.4166666667,-70.5
Taulil,-4.416666667,152.0833333
Taushiro,-3.25,-75.5
Tausug,6,121
Tauya,-5.75,145.3333333
Tawala,-10.33333333,150.6666667
Tayo,-22,166.3333333
Tboli,6.166666667,124.5
Tectiteco,15.41666667,-92.08333333
Tehit,-1.5,132
Tehuelche,-48,-68
Southern Teke,-2.333333333,14.5
Telefol,-5,141.75
Telugu,16,79
Tem,8.666666667,0.5
Temein,11.91666667,29.41666667
Temiar,5,101.5
Temne,8.666666667,-13.08333333
Tennet,4.416666667,32.5
Tenyer,10.66666667,-4.5
Teop,-5.666666667,155
Tepecano,21.75,-104.75
Huehuetla Tepehua,20.5,-98
Tlachichilco Tepehua,20.58333333,-98.25
Northern Tepehuan,26.33333333,-107
Southeastern Tepehuan,23,-104.5
Tera,11,11.83333333
Terêna,-20,-56
Teribe,9.333333333,-82.66666667
Ternate,0.8333333333,127.25
Teso,1.833333333,33.83333333
Tetela,-4,24
Tetun,-9,126
Tetun Dili,-8.583333333,125.5833333
Arizona Tewa,35.83333333,-110.4166667
Rio Grande Tewa,36.25,-106.1666667
San Juan Pueblo Tewa,36.08333333,-106.0833333
Thadou,24.41666667,93.91666667
Thai,16,101
Thai Sign Language,15,101
Thakali,29,83.75
Thangmi,27.75,86
Thao,23.88333333,120.9166667
Thaypan,-14.83333333,143.1666667
Thompson,49.75,-121.75
Thulung,27.41666667,86.5
Dingri Tibetan,28.5,86.5
Drokpa Tibetan,32.25,81.25
Modern Literary Tibetan,29.83333333,91.5
Shigatse Tibetan,29,89
Standard Spoken Tibetan,30,91
Ticuna,-4,-70.5
Tidore,0.75,127.5
Tifal,-5,141.3333333
Tigak,-2.716666667,150.8
Tigré,16.5,38.5
Beni Amer Tigré,15.5,38
Tigrinya,14.5,38.5
Jamul Tiipay,32.16666667,-116.5
Tikar,5.833333333,11.66666667
Tillamook,45.33333333,-123.75
Tima,11.66666667,29.25
Timorese,-9.666666667,124.5
Timucua,30.25,-82.5
Timugon,5,116
Tinani,32.33333333,77.16666667
Tindi,42.36666667,46.25
Tinrin,-21.66666667,165.75
Tiriyo,3.25,-55.75
Tirmaga,5.75,35.25
Tiruray,6.75,124.1666667
Tiv,7.5,9
Northern Tiwa,36.5,-105.5
Southern Tiwa,35,-106.3333333
Tiwi,-11.5,131
Tlapanec,17.08333333,-99
Tlingit,59,-135
Toaripi,-8.333333333,146.25
Toba,-26.5,-59
Tobati,-2.583333333,140.6666667
Tobelo,1.5,128.5
Tod,32.41666667,77.25
Toda,11.41666667,76.75
Tofa,53.75,98
Tojolabal,16.33333333,-91.5
Tok Pisin,-9.5,147.1666667
Tokelauan,-9,-172
Tol,14.66666667,-87
Tolai,-4.25,152.0833333
Tommo So,15,-3
Tondano,1.25,125
Tonga (Zambia),-17,27
Tongan,-21.16666667,-175.1666667
Tonkawa,30.25,-96.75
Tontemboan,1.083333333,124.5
Toqabaqita,-8.416666667,160.5833333
Toraja,-3,119.75
Toratán,1.083333333,124.8333333
Toro So,14.41666667,-3.25
Torwali,34.25,72
Misantla Totonac,19.91666667,-96.91666667
Papantla Totonac,20.33333333,-97.33333333
Sierra Totonac,19.91666667,-97.41666667
Xicotepec de Juárez Totonac,20.41666667,-97.83333333
Chicahuaxtla Trique,17.16666667,-97.83333333
Copala Trique,17.16666667,-97.91666667
Trumai,-11.91666667,-53.58333333
Tsafiki,-1,-79.33333333
Tsakhur,41.66666667,47.16666667
Tsat,18.25,109.5
Tsez,42.25,45.75
Tshangla,27.83333333,92.16666667
Coast Tsimshian,52.5,-129
Tsogo,-1.5,11.33333333
Tsonga,-24,32
Tsou,23.5,120.75
Tsova-Tush,42.5,45.5
Tswana,-24,26
Tuamotuan,-17,-144
Ahaggar Tuareg,23,6
Air Tuareg,19,9
Ghat Tuareg,25,10.16666667
Tubar,27,-108
Tübatulabal,36,-118.3333333
Tubu,16,15
Tucano,0.5,-69.16666667
Tugun,-7.716666667,126.75
Tukang Besi,-5.5,123.5
Tuki,4.583333333,11.5
Tulu,12.75,75.33333333
Tumak,9.5,17.33333333
Tumleo,-3.083333333,142.4166667
Tümpisa Shoshone,37,-117
Tunebo,6.75,-72.25
Tunen,4.75,10.66666667
Tungak,-2.55,150.25
Tunica,32.66666667,-91
Tupi,-6,-36
Tupuri,10.16666667,14.75
Türk Isaret Dili,39,34
Turkana,3,35.5
East-Central Xorasan Turkic,37,59
West Xorasan Turkic,36.66666667,56
Turkish,39,35
Turkmen,40,58
Tuscarora,36,-77.5
Northern Tutchone,63,-137
Tutelo,37.66666667,-78.75
Tutsa,27.5,96.5
Tuvaluan,-8.5,179.1666667
Tuvan,52,95
Tuyuca,0.5,-70.08333333
Twana,47.66666667,-122.75
Tyeraity,-13,130.3333333
Tzeltal,16.83333333,-92.25
Aguacatenango Tzeltal,16.41666667,-92.5
Tenejapa Tzeltal,16.66666667,-92.33333333
Tzotzil,16.5,-92.66666667
Tzutujil,14.66666667,-91.33333333
Ubykh,43.66666667,39.66666667
Udi,41,48
Udihe,47.66666667,136.25
Udmurt,57.5,52.5
Ugandan Sign Language,1,32.5
Ukrainian,49,33
Ulcha,52.25,140.3333333
Uldeme,10.95,14.11666667
Ulithian,9.916666667,139.5833333
Uma,-1.833333333,120
Umaua,1,-72
Umbu Ungu,-6,144
UMbundu,-12.5,15
Umpila,-13.5,143.5
Una,-4.666666667,140
Unami,40,-75.16666667
Ungarinjin,-16.33333333,126
Upper Kuskokwim,63,-157
Ura,-18.66666667,169.0833333
Uradhi,-11.91666667,142.4166667
Urak Lawoi',8,98.33333333
Urarina,-4.5,-75.5
Urat,-3.666666667,142.8333333
Urdu,25,67
Urhobo,5.583333333,6
Urim,-3.583333333,142.6666667
Uru,-16.75,-69
Urubú Sign Language,-2.333333333,-46
Urubú-Kaapor,-2.333333333,-46.5
Urum,47.11666667,37.55
Usan,-4.833333333,145.1666667
Usarufa,-6.416666667,145.5833333
Ute,39,-109
Uyghur,40,80
Uzbek,39,66
Northern Uzbek,40.66666667,66.5
Vafsi,34.66666667,49.91666667
Vagla,9.416666667,-2.416666667
Vai,6.916666667,-11.25
Vasavi,24.5,71.5
Vata,5.833333333,-5.416666667
Vedda,7,81
Venda,-22,30
Veps,60,35
Vietnamese,10.5,106.5
Vili,-5.5,14
Vinmavis,-16.16666667,167.4166667
Vlaamse Gebarentaal,51,4
Votic,59.5,30
Waama,10.58333333,1.666666667
Wagawaga,-26.5,152.5
Wagiman,-14,131.25
Wahgi,-5.833333333,144.7166667
Wai Wai,1,-59
Waigali,35,71.25
Waimaha,0.3333333333,-70.25
Wakhi,36.5,72
Wallisian,-13.3,-176.2
Walman,-3.216666667,142.5
Walmatjari,-19.5,125.75
Wambaya,-18.66666667,135.75
Wambon,-5.5,140.4166667
Wambule,29.25,85.91666667
Wan,7.833333333,-5.866666667
Wangkangurru,-27,137
Wangkumara,-27.33333333,143
Wanman,-22,123
Wantoat,-6.166666667,146.5
Waorani,-1,-76.5
Wapishana,2.666666667,-60
Wappo,38.5,-122.5
Warao,9.333333333,-61.66666667
Waray (Australia),-13.16666667,131.25
Waray-Waray,12,125
Wardaman,-15.5,131
Warekena,1.5,-67.5
Warembori,-1.666666667,137.5833333
Wari',-11.33333333,-65
Waris,-3.166666667,141
Warlpiri,-20,132.3333333
Warluwara,-22,138.5
Warndarang,-14.41666667,135.5833333
Waropen,-2.333333333,136.5833333
Warrgamay,-18.58333333,146.0833333
Warrnambool,-38.25,142.5
Warrongo,-18,145
Warrwa,-17.5,123.5
Warumungu,-19.5,134.5
Washo,39.25,-120
Waskia,-4.5,146
Watam,-3.916666667,144.5
Wathawurrung,-38,144
Watjarri,-26,117.5
Waunana,4,-77
Waurá,-13,-53
Wayampi,1,-52
Wayana,3.25,-54.16666667
Wedau,-10.16666667,150.1666667
Welsh,52,-3
Colloquial Welsh,52.75,-3.5833
Wembawemba,-35.33333333,144
Wéménugbé,6.666666667,2.5
Weri,-7.75,146.9166667
West Makian,0.5,127.5833333
Ooldea Western Desert,-30.5,132
Wetan,-8.166666667,128
Wichí,-22.5,-62.58333333
Wichita,33.33333333,-97.33333333
Wik Munkan,-13.91666667,141.75
Wik Ngathana,-13.91666667,141.5
Wikchamni,36.41666667,-119.0833333
Winnebago,43.5,-88.5
Wintu,41,-122.5
Wirangu,-32,134
Wiyot,40.83333333,-124.1666667
Wobe,7.416666667,-7.333333333
Wogamusin,-4.25,142.3333333
Woisika,-8.25,124.8333333
Woiwurrung,-37.5,145.5
Wolaytta,6.833333333,37.75
Woleaian,7.333333333,143.8333333
Wolio,-5.5,122.75
Wolof,15.25,-16
Womo,-2.916666667,141.8333333
Worora,-15.66666667,124.6666667
Wu,31.66666667,119.9166667
Wyandot,44.33333333,-77.5
Xârâcùù,-21.66666667,166
Xasonga,14.25,-10.5
Xavánte,-15,-52.5
Xerénte,-10,-48.16666667
Xhosa,-32,27
Xiriana,2.666666667,-62.5
Xokleng,-24.5,-50
Yagaria,-6.333333333,145.4166667
Yaghnobi,39,69
Yagua,-3.5,-72
Yahgan,-55,-68
Yaka,-7,17.5
Yakan,6.5,122
Yakoma,4.416666667,18.41666667
Yakut,62,130
Yalarnnga,-22,140
Kosarek Yale,-4.083333333,139.5
Yali,-4,139.3333333
Yamba,6.416666667,11.08333333
Yamdena,-7.5,131.5
Yami,22,121.5
Yaminahua,-8,-73
Yamphu,27.58333333,87.33333333
Yana,40.5,-122
Yankuntjatjara,-27,132
Yanomámi,2.333333333,-63
Yansi,-3.833333333,18
Yanyuwa,-16.41666667,137.1666667
Yao (Malawi),-14.5,35.5
Yapese,9.583333333,138.1666667
Yaqay,-6.583333333,139.25
Yaqui,27.5,-110.25
Yareba,-9.5,148.5
Yaruro,7,-68
Yavapai,34,-113.3333333
Yawa,-1.75,136.25
Yawelmani,35.41666667,-119
Yawuru,-18,122.5
Yay,22.41666667,104.75
Yaygir,-29.66666667,153
Yazgulyam,38.5,71.5
Yazva,65,55
Yei,-7.916666667,140.9166667
Yelî Dnye,-11.36666667,154.1666667
Yelmek,-7.666666667,139.1666667
Yemba,5.416666667,10.08333333
Yemsa,7.833333333,37.33333333
Yessan-Mayo,-4.166666667,142.5833333
Yeyi,-20,23.5
Wuding-Luquan Yi,25.5,102.5
Yiddish,52,23
Bessarabian Yiddish,47,28.5
Lithuanian Yiddish,55,25
Lodz Yiddish,51.75,19.41666667
Yidiny,-17,145.75
Yil,-3.533333333,142.15
Yimas,-4.666666667,143.55
Yindjibarndi,-21.75,117.9166667
Yingkarta,-25.16666667,114.8333333
Yir Yoront,-14.83333333,141.8333333
Yaudanchi Yokuts,36.08333333,-119.0833333
Yorta Yorta,-36,146
Yoruba,8,4.333333333
Yucatec,20,-89
Yuchi,35.75,-86.75
Yucuna,-0.75,-71
Yugh,61,90
Kolyma Yukaghir,65.75,150.8333333
Tundra Yukaghir,69,155
Yuki,39.66666667,-123.5
Yukpa,10.16666667,-72.75
Yukulta,-17.33333333,138.8333333
Yulparija,-21,124
Yulu,8.5,25.25
Central Yup'ik,59.5,-160
Chevak Yup'ik,61.5,-165.75
Norton Sound Yup'ik,64,-161
Naukan Yupik,66,-172
Siberian Yupik,65,-173
Sirenik Yupik,64.5,-174
St. Lawrence Island Yupik,63.5,-170.5
Yuracare,-16.58333333,-65.25
Yurimangí,3.833333333,-77
Yurok,41.33333333,-124
Yurt Tatar,46.33333333,48.5
Yuruti,1,-70.41666667
Yuwaalaraay,-29.5,148
Zande,4,26
Zaparo,-2,-76.33333333
Isthmus Zapotec,16.416667,-95
Ixtlan Zapotec,17.25,-96.5
Juárez Zapotec,17.5,-96.58333333
Mitla Zapotec,16.8,-96.25
Mixtepec Zapotec,16.33333333,-96.33333333
Quiegolani Zapotec,16.16666667,-96.08333333
San Lucas Quiaviní Zapotec,16.9,-96.46666667
Texmelucan Zapotec,16.5,-97.16666667
Yatzachi Zapotec,17.2,-96.2
Zoogocho Zapotec,17.25,-96.25
Zarma,13.83333333,2.166666667
Zayse,5.916666667,37.33333333
Zazaki,39,41
Zenaga,17.33333333,-16
Northern Zhuang,24,108
Zimakani,-7.433333333,141.4333333
Chimalapa Zoque,16.75,-94.75
Copainalá Zoque,17,-93.25
Francisco León Zoque,17.33333333,-93.25
Ostuacan Zoque,17.41666667,-93.3
Rayon Zoque,17.08333333,-93
Zulu,-30,30
Northern Zulu,-28,31
Southern Zulu,-31,30
Zuni,35.08333333,-108.8333333
Abu',-3.45,142.95
Adyghe,45.21666667,39.7
Libyan Arabic,32,22
East Ambae,-15.41666667,167.8833333
Eastern Arrernte,-24,136
Angaatiha,-7.216666667,146.25
Chiricahua,33.25,-108
Jicarilla,36.58333333,-104
Apache,33,-110
Arawak,5.5,-55.16666667
Armenian,39,45
Bumbita Arapesh,-3.466666667,143.1666667
Aymara,-17,-69
Azari,37.5,47
Indonesian Bajau,-4.333333333,123
Berber,33,6
Bira,1,28.75
Baule,7,-5
Balyku,-22,120
Qaget,-4.583333333,152
Boazi,-7,141.3333333
Tiéyaxo Bozo,15,-4
Barbareño,34.5,-120.25
Highland Oaxaca Chontal,16.25,-95.75
Chaozhou,23.66666667,116.6666667
Ineseño,34.66666667,-120.25
Canela-Krahô,-6,-46
Blowo Dan,7.333333333,-8.166666667
Dhuwal,-12.16666667,136.25
Diegueño,32.66666667,-116.1666667
Dumaki,36.16666667,74
Dani,-4.333333333,138.8333333
Doko,3,23.08333333
Anglo Ewe,6,1
Fula,10.25,11.25
Mauritanian Fula,16.5,-13.75
Nigerian Fula,8.166666667,10.5
Cameroonian Fula,9.166666667,13.5
Scots,57.1,-4.1
Scottish Gaelic,57,-4
Gbaya Kara,6,15
Gadaba,18.75,83.5
Greenlandic,62,46
Greek,39,22
Gyarong,31.5,102
Ashkenazic Hebrew,31.75,35.16666667
Hebrew,31.5,34.83333333
Halkomelem,49.2,-123
Hokkien,25,118
Huitoto,-1,-74
Huave,16.21666667,-95
Inuktitut,62.5,80
Rankin Inlet Inuktitut,63,-92
Indo-Pakistani Sign Language (Indian dialects),24,80
Indo-Pakistani Sign Language (Karachi dialect),28,68
Ishkashmi,37,72
Southern Ivatan,20.33333333,121.8333333
Juat,-31,115.5
Arara-Karo,-10.33333333,-62
Kela,-7.416666667,147.0833333
Karen,19,98
Karipuna do Guapore,-10,-65
Kanjobal,15.5,-91.7
Kenyah,3,115.8333333
Australian Kriol,-18.16666667,125.5833333
Khoekhoe,-25.5,18
Tibetan Kham,32.5,96.5
Kurdish,36,44
Keresan,35.41666667,-106.6666667
Kayah Li,19,97.5
Kam,26,108.5
Hlai,19,109.5
Mari,57,53
Mnong,12.66666667,108.5
Hill Miri,27.91666667,93.83333333
Mongol,49,117
Mlabri,18.5,101
Mandaic,31,48.5
Southern Mam,14.83333333,-91.66666667
Maidu,40,-120.6666667
Manobo,7.666666667,124.75
Nubian,23,33
Ngbaka Ma'bo,3.56,18.36
Ndebele (South Africa),-25.33333333,29
Newari,27.66666667,85.5
